Last,First,Name,Title
Gordon,John,Você Fugiu,Serie Sem Limite (Disc 1)
Gordon,John,Some Unholy War,Back to Black
Gordon,John,You Know I'm No Good (feat. Ghostface Killah),Back to Black
Gordon,John,Intro / Stronger Than Me,Frank
Gordon,John,F**k Me Pumps,Frank
Gordon,John,Fast And Loose,Ace Of Spades
Gordon,John,The Duke,Miles Ahead
Gordon,John,Harvester Of Sorrow,...And Justice For All
Gordon,John,Lament,Miles Ahead
Gordon,John,Norwegian Wood,Minas
Gordon,John,Ponta de Areia,Minas
Gordon,John,"Maria, Maria",Milton Nascimento Ao Vivo
Gordon,John,Coração De Estudante,Milton Nascimento Ao Vivo
Gordon,John,Menestrel Das Alagoas,Milton Nascimento Ao Vivo
Gordon,John,Real Love,Rotten Apples: Greatest Hits
Goyer,Tim,Clash City Rockers,The Singles
Goyer,Tim,Train In Vain,The Singles
Goyer,Tim,Know Your Rights,The Singles
Goyer,Tim,Take The Power,Beyond Good And Evil
Goyer,Tim,Speed Of Light,Beyond Good And Evil
Goyer,Tim,Spirit Walker,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
Goyer,Tim,Edie (Ciao Baby),"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
Goyer,Tim,You Know I'm No Good,Back to Black
Goyer,Tim,Me & Mr. Jones,Back to Black
Goyer,Tim,Gay Witch Hunt,"The Office, Season 3"
Goyer,Tim,Twentienth Century Fox,The Doors
Goyer,Tim,Sun King,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
Goyer,Tim,Fascinação,Elis Regina-Minha História
Goyer,Tim,Um Amor Puro,Djavan Ao Vivo - Vol. 1
Goyer,Tim,"Baltimore, DC",Outbreak
Goyer,Tim,Hysteria,Vault: Def Leppard's Greatest Hits
Goyer,Tim,Esquinas,Djavan Ao Vivo - Vol. 02
Goyer,Tim,Açai,Djavan Ao Vivo - Vol. 1
Goyer,Tim,A Twist In The Tail,The Battle Rages On
Goyer,Tim,Animal,Vault: Def Leppard's Greatest Hits
Goyer,Tim,Fortuneteller,Slaves And Masters
Goyer,Tim,High Ball Shooter,Stormbringer
Goyer,Tim,Hey Cisco,Purpendicular
Goyer,Tim,Maria,International Superhits
Goyer,Tim,J Squared,Heart of the Night
Goyer,Tim,Berimbau,Vinícius De Moraes - Sem Limite
Goyer,Tim,Pot-Pourri N.º 2,Vinícius De Moraes - Sem Limite
Goyer,Tim,Carta Ao Tom 74,Vinícius De Moraes - Sem Limite
Goyer,Tim,Pela Luz dos Olhos Teus (Miúcha e Tom Jobim),Vozes do MPB
Goyer,Tim,Sunshine Of Your Love,The Cream Of Clapton
Goyer,Tim,Lay Down Sally,The Cream Of Clapton
Goyer,Tim,Tears In Heaven,Unplugged
Goyer,Tim,Iron Maiden,Rock In Rio [CD2]
Goyer,Tim,Dream Of Mirrors,Rock In Rio [CD2]
Goyer,Tim,Heaven Can Wait,Somewhere in Time
Goyer,Tim,Run To The Hills,Rock In Rio [CD2]
Goyer,Tim,The Evil That Men Do,Seventh Son of a Seventh Son
Goyer,Tim,Only the Good Die Young,Seventh Son of a Seventh Son
Gray,Patrick,These Colours Don't Run,A Matter of Life and Death
Gray,Patrick,For the Greater Good of God,A Matter of Life and Death
Gray,Patrick,Prowler,A Real Dead One
Gray,Patrick,Run To The Hilss,A Real Dead One
Gray,Patrick,Can I Play With Madness,A Real Live One
Gray,Patrick,Heaven Can Wait,A Real Live One
Gray,Patrick,Blood Brothers,Brave New World
Gray,Patrick,The Thin Line Between Love & Hate,Brave New World
Gray,Patrick,Gates Of Tomorrow,Dance Of Death
Gray,Patrick,Sun King,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
Gray,Patrick,Back Door Man,The Doors
Gray,Patrick,Don't Stand so Close to Me,The Police Greatest Hits
Gray,Patrick,Paint It Black,"Hot Rocks, 1964-1971 (Disc 1)"
Gray,Patrick,Message in a Bottle (new classic rock mix),The Police Greatest Hits
Gray,Patrick,Sweethearts Together,Voodoo Lounge
Gray,Patrick,Love Is Strong,Voodoo Lounge
Gray,Patrick,Corinna,No Security
Gray,Patrick,Gostava Tanto De Você,Serie Sem Limite (Disc 2)
Gray,Patrick,Não Quero Dinheiro,Serie Sem Limite (Disc 2)
Gray,Patrick,A Festa Do Santo Reis,Serie Sem Limite (Disc 2)
Gray,Patrick,Padre Cícero,Serie Sem Limite (Disc 2)
Gray,Patrick,Take the Box,Frank
Gray,Patrick,"A Midsummer Night's Dream, Op.61 Incidental Music: No.7 Notturno",Mendelssohn: A Midsummer Night's Dream
Gray,Patrick,Amy Amy Amy (Outro),Frank
Gray,Patrick,Symphony No. 2: III. Allegro vivace,Weill: The Seven Deadly Sins
Gray,Patrick,"Symphony No. 3 Op. 36 for Orchestra and Soprano ""Symfonia Piesni Zalosnych"" \ Lento E Largo - Tranquillissimo",Górecki: Symphony No. 3
Gray,Patrick,"Metopes, Op. 29: Calypso","Szymanowski: Piano Works, Vol. 1"
Gray,Patrick,Wild Hearted Son,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]"
Gray,Patrick,Speed Of Light,Beyond Good And Evil
Gray,Patrick,War (The Process),Beyond Good And Evil
Gray,Patrick,Train In Vain,The Singles
Gray,Patrick,White Riot,The Singles
Gray,Patrick,Black Moon Creeping,Live [Disc 2]
Gray,Patrick,Se Liga,Os Cães Ladram Mas A Caravana Não Pára
Gray,Patrick,Another One Bites The Dust,Greatest Hits I
Gray,Patrick,Nothing Else Matters,Black Album
Gray,Patrick,Caleidoscópio,Acústico MTV
Gray,Patrick,Trac Trac,Arquivo II
Gruber,Astrid,Reggae Odoyá,Olodum
Gruber,Astrid,Protesto Do Olodum (Ao Vivo),Olodum
Gruber,Astrid,"Abraham, Martin And John",Seek And Shall Find: More Of The Best (1963-1981)
Gruber,Astrid,Revenga,Mezmerize
Gruber,Astrid,Soldier Side - Intro,Mezmerize
Gruber,Astrid,I Heard Love Is Blind,Frank
Gruber,Astrid,Rehab (Hot Chip Remix),Back to Black
Gruber,Astrid,Wake Up Alone,Back to Black
Gruber,Astrid,"Peer Gynt Suite No.1, Op.46: 1. Morning Mood",Grieg: Peer Gynt Suites & Sibelius: Pelléas et Mélisande
Gruber,Astrid,"Symphony No. 41 in C Major, K. 551, ""Jupiter"": IV. Molto allegro",Mozart: Symphonies Nos. 40 & 41
Gruber,Astrid,Just Friends,Back to Black
Gruber,Astrid,You Better You Bet,My Generation - The Very Best Of The Who
Gruber,Astrid,Won't Get Fooled Again (Full Length Version),My Generation - The Very Best Of The Who
Gruber,Astrid,5.15,My Generation - The Very Best Of The Who
Gruber,Astrid,Squeeze Box,My Generation - The Very Best Of The Who
Gruber,Astrid,Love Is Blindness,Achtung Baby
Gruber,Astrid,Everlasting Love,B-Sides 1980-1990
Gruber,Astrid,Original Of The Species,How To Dismantle An Atomic Bomb
Gruber,Astrid,When I Look At The World,All That You Can't Leave Behind
Gruber,Astrid,Vertigo,How To Dismantle An Atomic Bomb
Gruber,Astrid,One,Achtung Baby
Gruber,Astrid,Born to Run,"Lost, Season 1"
Gruber,Astrid,Dave,"Lost, Season 2"
Gruber,Astrid,Homecoming,"Lost, Season 1"
Gruber,Astrid,Fire + Water,"Lost, Season 2"
Gruber,Astrid,Solitary,"Lost, Season 1"
Gruber,Astrid,All Along The Watchtower,Rattle And Hum
Gruber,Astrid,Miami,Pop
Gruber,Astrid,God Part II,Rattle And Hum
Gruber,Astrid,Deep Waters,Blue Moods
Gruber,Astrid,Wasting Love,A Real Live One
Gruber,Astrid,2 Minutes To Midnight,A Real Dead One
Gruber,Astrid,Transylvania,A Real Dead One
Gruber,Astrid,Lord of Light,A Matter of Life and Death
Gruber,Astrid,Brighter Than a Thousand Suns,A Matter of Life and Death
Gruber,Astrid,Thinking 'Bout Tomorrow,Blue Moods
Gruber,Astrid,Shotgun Blues,Use Your Illusion II
Gruber,Astrid,You Could Be Mine,Use Your Illusion II
Gutiérrez,Diego,Whatsername,American Idiot
Gutiérrez,Diego,It's So Easy,Appetite for Destruction
Gutiérrez,Diego,Out Ta Get Me,Appetite for Destruction
Gutiérrez,Diego,Wake Me Up When September Ends,American Idiot
Gutiérrez,Diego,Take This Bottle,King For A Day Fool For A Lifetime
Gutiérrez,Diego,Falamansa Song,Deixa Entrar
Gutiérrez,Diego,Surprise! You're Dead!,The Real Thing
Gutiérrez,Diego,Medo De Escuro,Deixa Entrar
Gutiérrez,Diego,Friend Of A Friend,In Your Honor [Disc 2]
Gutiérrez,Diego,The Last Song,In Your Honor [Disc 1]
Gutiérrez,Diego,Times Like These,One By One
Gutiérrez,Diego,Monkey Wrench,The Colour And The Shape
Gutiérrez,Diego,Everlong,The Colour And The Shape
Gutiérrez,Diego,What Now My Love,My Way: The Best Of Frank Sinatra [Disc 1]
Gutiérrez,Diego,It Was A Very Good Year,My Way: The Best Of Frank Sinatra [Disc 1]
Gutiérrez,Diego,Entrando Na Sua (Intro),Roda De Funk
Gutiérrez,Diego,Dujji,Roda De Funk
Gutiérrez,Diego,Esperando Na Janela,As Canções de Eu Tu Eles
Gutiérrez,Diego,Opus No.1,Up An' Atom
Gutiérrez,Diego,How High The Moon,Up An' Atom
Gutiérrez,Diego,Love Gun,Greatest Kiss
Gutiérrez,Diego,Deuce,Greatest Kiss
Gutiérrez,Diego,Chemical Wedding,Chemical Wedding
Gutiérrez,Diego,New Love,Serie Sem Limite (Disc 1)
Gutiérrez,Diego,Canário Do Reino,Serie Sem Limite (Disc 2)
Gutiérrez,Diego,Não Quero Dinheiro,Serie Sem Limite (Disc 2)
Gutiérrez,Diego,Compadre,Serie Sem Limite (Disc 1)
Gutiérrez,Diego,Comida,Acústico
Gutiérrez,Diego,Marvin,Acústico
Gutiérrez,Diego,Cabeça Dinossauro,Acústico
Gutiérrez,Diego,Polícia (Vinheta),Acústico
Gutiérrez,Diego,Sua Impossivel Chance,Volume Dois
Gutiérrez,Diego,Fuel,ReLoad
Gutiérrez,Diego,Disposable Heroes,Master Of Puppets
Gutiérrez,Diego,Battery,Master Of Puppets
Gutiérrez,Diego,Mama Said,Load
Gutiérrez,Diego,Where The Wild Things Are,ReLoad
Gutiérrez,Diego,Better Than You,ReLoad
Hämäläinen,Terhi,Heliopolis,Morning Dance
Hämäläinen,Terhi,It Doesn't Matter,Morning Dance
Hämäläinen,Terhi,We Are The Champions,News Of The World
Hämäläinen,Terhi,Paint It Black,Tangents
Hämäläinen,Terhi,Waiting On A Sign,Tangents
Hämäläinen,Terhi,Secrets,Diver Down
Hämäläinen,Terhi,Higher Ground,UB40 The Best Of - Volume Two [UK]
Hämäläinen,Terhi,Sweet Lady Luck,Greatest Hits
Hämäläinen,Terhi,Feirinha da Pavuna/Luz do Repente/Bagaço da Laranja,Ao Vivo [IMPORT]
Hämäläinen,Terhi,Samba pras moças,Ao Vivo [IMPORT]
Hämäläinen,Terhi,Eruption,"The Best Of Van Halen, Vol. I"
Hämäläinen,Terhi,Dreams,"The Best Of Van Halen, Vol. I"
Hämäläinen,Terhi,Eruption,Van Halen
Hämäläinen,Terhi,On Fire,Van Halen
Hämäläinen,Terhi,Year to the Day,Van Halen III
Hämäläinen,Terhi,Fall To Pieces,Contraband
Hämäläinen,Terhi,A Bencao E Outros,Vinicius De Moraes
Hämäläinen,Terhi,Um Homem Chamado Alfredo,Vinicius De Moraes
Hämäläinen,Terhi,Looking For Love,Greatest Hits
Hämäläinen,Terhi,The Lost Warrior,"Battlestar Galactica (Classic), Season 1"
Hämäläinen,Terhi,The Magnificent Warriors,"Battlestar Galactica (Classic), Season 1"
Hämäläinen,Terhi,"The Living Legend, Pt. 1","Battlestar Galactica (Classic), Season 1"
Hämäläinen,Terhi,"The Gun On Ice Planet Zero, Pt. 1","Battlestar Galactica (Classic), Season 1"
Hämäläinen,Terhi,Hard Luck Woman,Greatest Kiss
Hämäläinen,Terhi,Goin' Blind,Greatest Kiss
Hämäläinen,Terhi,The Show Must Go On,Greatest Hits II
Hämäläinen,Terhi,I Was Made For Loving You,Greatest Kiss
Hämäläinen,Terhi,Plaster Caster,Greatest Kiss
Hämäläinen,Terhi,Beth,Greatest Kiss
Hämäläinen,Terhi,Dazed And Confused,The Song Remains The Same (Disc 1)
Hämäläinen,Terhi,L'Avventura,A TempestadeTempestade Ou O Livro Dos Dias
Hämäläinen,Terhi,Soul Parsifal,A TempestadeTempestade Ou O Livro Dos Dias
Hämäläinen,Terhi,Tempo Perdido,Mais Do Mesmo
Hämäläinen,Terhi,Quando Você Voltar,A TempestadeTempestade Ou O Livro Dos Dias
Hämäläinen,Terhi,Meninos E Meninas,Mais Do Mesmo
Hämäläinen,Terhi,Are You Gonna Go My Way,Greatest Hits
Hämäläinen,Terhi,Mr. Cab Driver,Greatest Hits
Hämäläinen,Terhi,Believe,Greatest Hits
Hansen,Bjørn,Stairway To Heaven,The Song Remains The Same (Disc 2)
Hansen,Bjørn,Rock & Roll,The Song Remains The Same (Disc 1)
Hansen,Bjørn,Celebration Day,Led Zeppelin III
Hansen,Bjørn,Bron-Y-Aur Stomp,Led Zeppelin III
Hansen,Bjørn,Night Flight,Physical Graffiti [Disc 2]
Hansen,Bjørn,For Your Life,Presence
Hansen,Bjørn,How Many More Times,Led Zeppelin I
Hansen,Bjørn,Living Loving Maid (She's Just A Woman),Led Zeppelin II
Hansen,Bjørn,You Shook Me,Led Zeppelin I
Hansen,Bjørn,Música Urbana 2,Cássia Eller - Coleção Sem Limite [Disc 2]
Hansen,Bjørn,Coroné Antonio Bento,Cássia Eller - Coleção Sem Limite [Disc 2]
Hansen,Bjørn,Brasil,Cássia Eller - Coleção Sem Limite [Disc 2]
Hansen,Bjørn,Born To Move,"Chronicle, Vol. 2"
Hansen,Bjørn,Smells Like Teen Spirit (Ao Vivo),Cássia Eller - Sem Limite [Disc 1]
Hansen,Bjørn,Woman Is The Nigger Of The World (Ao Vivo),Cássia Eller - Coleção Sem Limite [Disc 2]
Hansen,Bjørn,Put The Finger On You,For Those About To Rock We Salute You
Hansen,Bjørn,Inject The Venom,For Those About To Rock We Salute You
Hansen,Bjørn,Evil Walks,For Those About To Rock We Salute You
Hansen,Bjørn,Breaking The Rules,For Those About To Rock We Salute You
Hansen,Bjørn,Um Lugar ao Sol,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro
Hansen,Bjørn,Chega no Suingue,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro
Hansen,Bjørn,The Economist,"LOST, Season 4"
Hansen,Bjørn,Din Din Wo (Little Child),Muso Ko
Hansen,Bjørn,Two Fanfares for Orchestra: II. Short Ride in a Fast Machine,"Adams, John: The Chairman Dances"
Hansen,Bjørn,"Scheherazade, Op. 35: I. The Sea and Sindbad's Ship",Scheherazade
Hansen,Bjørn,Something Nice Back Home,"LOST, Season 4"
Hansen,Bjørn,Call Me a Dog,Temple of the Dog
Hansen,Bjørn,Safe and Sound,Carry On
Hansen,Bjørn,Disappearing Act,Carry On
Hansen,Bjørn,Shape of Things to Come,Revelations
Hansen,Bjørn,Canon and Gigue in D Major: I. Canon,Pachelbel: Canon & Gigue
Hansen,Bjørn,"Symphony No. 104 in D Major ""London"": IV. Finale: Spiritoso",Haydn: Symphonies 99 - 104
Hansen,Bjørn,"Jupiter, the Bringer of Jollity","Holst: The Planets, Op. 32 & Vaughan Williams: Fantasies"
Hansen,Bjørn,Love Rescue Me,Rattle And Hum
Hansen,Bjørn,Pride (In The Name Of Love),Rattle And Hum
Hansen,Bjørn,Saturnine,Judas 0: B-Sides and Rarities
Hansen,Bjørn,Rock On,Judas 0: B-Sides and Rarities
Hansen,Bjørn,Plush,Core
Harris,Frank,So What,Garage Inc. (Disc 2)
Harris,Frank,Holier Than Thou,Black Album
Harris,Frank,Blitzkrieg,Garage Inc. (Disc 2)
Harris,Frank,The Wait,Garage Inc. (Disc 2)
Harris,Frank,My Friend Of Misery,Black Album
Harris,Frank,Through The Never,Black Album
Harris,Frank,Bring Me Your Cup,UB40 The Best Of - Volume Two [UK]
Harris,Frank,Homely Girl,UB40 The Best Of - Volume Two [UK]
Harris,Frank,Hang 'Em High,Diver Down
Harris,Frank,Little Guitars (Intro),Diver Down
Harris,Frank,The First Time,Zooropa
Harris,Frank,You Really Got Me,Van Halen
Harris,Frank,Can't Stop Loving You,"The Best Of Van Halen, Vol. I"
Harris,Frank,Ain't Talkin' 'bout Love,"The Best Of Van Halen, Vol. I"
Harris,Frank,Panama,"The Best Of Van Halen, Vol. I"
Harris,Frank,Tanto Tempo,Chill: Brazil (Disc 2)
Harris,Frank,Eu Vim Da Bahia - Live,Chill: Brazil (Disc 2)
Harris,Frank,Valentino's,Heart of the Night
Harris,Frank,The Wicker Man,Rock In Rio [CD1]
Harris,Frank,Where Eagles Dare,Piece Of Mind
Harris,Frank,Aces High,Powerslave
Harris,Frank,Opachorô (Live),Quanta Gente Veio Ver (Live)
Harris,Frank,A Novidade (Live),Quanta Gente Veio Ver (Live)
Harris,Frank,De Ouro E Marfim (Live),Quanta Gente Veio Ver (Live)
Harris,Frank,Lamento De Carnaval,Quanta Gente Veio ver--Bônus De Carnaval
Harris,Frank,Signe,Unplugged
Harris,Frank,Promises,The Cream Of Clapton
Harris,Frank,Ghost Of The Navigator,Brave New World
Harris,Frank,Age Of Innocence,Dance Of Death
Harris,Frank,Wildest Dreams,Dance Of Death
Harris,Frank,Chains Of Misery,Fear Of The Dark
Harris,Frank,05 - Phantom of the Opera,Iron Maiden
Harris,Frank,Genghis Khan,Killers
Harris,Frank,The Trooper,Live After Death
Harris,Frank,Running Free,Live After Death
Harris,Frank,From Here To Eternity,Live At Donington 1992 (Disc 1)
Harris,Frank,Heaven Can Wait,Live At Donington 1992 (Disc 2)
Harris,Frank,Holy Smoke,No Prayer For The Dying
Holý,Helena,Morning Glory,The Return Of The Space Cowboy
Holý,Helena,Light Years,The Return Of The Space Cowboy
Holý,Helena,Were Do We Go From Here,Synkronized
Holý,Helena,Black Capricorn Day,Synkronized
Holý,Helena,When You Gonna Learn (Digeridoo),Emergency On Planet Earth
Holý,Helena,"Whatever It Is, I Just Can't Stop",Emergency On Planet Earth
Holý,Helena,Can You See Me,Are You Experienced?
Holý,Helena,Take It Or Leave It,Get Born
Holý,Helena,Get What You Need,Get Born
Holý,Helena,Prenda Minha,Prenda Minha
Holý,Helena,Linha Do Equador,Prenda Minha
Holý,Helena,Vida Boa,Prenda Minha
Holý,Helena,Carolina,Prenda Minha
Holý,Helena,My Time After Awhile,The Best Of Buddy Guy - The Millenium Collection
Holý,Helena,"Texto ""Verdade Tropical""",Prenda Minha
Holý,Helena,All I Want Is You,Rattle And Hum
Holý,Helena,New Year's Day,The Best Of 1980-1990
Holý,Helena,The Star Spangled Banner,Rattle And Hum
Holý,Helena,Heartland,Rattle And Hum
Holý,Helena,Stranger In a Strange Land,"Lost, Season 3"
Holý,Helena,Par Avion,"Lost, Season 3"
Holý,Helena,Walkabout,"Lost, Season 1"
Holý,Helena,"Man of Science, Man of Faith (Premiere)","Lost, Season 2"
Holý,Helena,Outlaws,"Lost, Season 1"
Holý,Helena,Deus Ex Machina,"Lost, Season 1"
Holý,Helena,"Live Together, Die Alone, Pt. 1","Lost, Season 2"
Holý,Helena,So Cruel,Achtung Baby
Holý,Helena,The Moth,"Lost, Season 1"
Holý,Helena,Insensível,Volume Dois
Holý,Helena,The Fix,"Heroes, Season 1"
Holý,Helena,One Giant Leap,"Heroes, Season 1"
Holý,Helena,The Woman King,"Battlestar Galactica, Season 3"
Holý,Helena,Collaborators,"Battlestar Galactica, Season 3"
Holý,Helena,Revolta Olodum,Olodum
Holý,Helena,Winterlong,Judas 0: B-Sides and Rarities
Holý,Helena,Blissed & Gone,Judas 0: B-Sides and Rarities
Holý,Helena,How The West Was Won And Where It Got Us,New Adventures In Hi-Fi
Holý,Helena,The Wake-Up Bomb,New Adventures In Hi-Fi
Hughes,Phil,New Test Leper,New Adventures In Hi-Fi
Hughes,Phil,I Remember California,Green
Hughes,Phil,Losing My Religion,Out Of Time
Hughes,Phil,The Wrong Child,Green
Hughes,Phil,Zither,New Adventures In Hi-Fi
Hughes,Phil,Departure,New Adventures In Hi-Fi
Hughes,Phil,Stone Cold Crazy,Garage Inc. (Disc 2)
Hughes,Phil,Helpless,Garage Inc. (Disc 2)
Hughes,Phil,The Unforgiven,Black Album
Hughes,Phil,Down by the Sea,The Best Of Men At Work
Hughes,Phil,Save The Children,Seek And Shall Find: More Of The Best (1963-1981)
Hughes,Phil,Motorbreath,Kill 'Em All
Hughes,Phil,2 X 4,Load
Hughes,Phil,Problem Child,Let There Be Rock
Hughes,Phil,Rag Doll,Big Ones
Hughes,Phil,Blind Man,Big Ones
Hughes,Phil,Livin' On The Edge,Big Ones
Hughes,Phil,Forgiven,Jagged Little Pill
Hughes,Phil,Ligia,Warner 25 Anos
Hughes,Phil,I Know Somethin (Bout You),Facelift
Hughes,Phil,I Can't Remember,Facelift
Hughes,Phil,Wake Up,Jagged Little Pill
Hughes,Phil,Blue Rythm Fantasy,Up An' Atom
Hughes,Phil,Casa no Campo,Elis Regina-Minha História
Hughes,Phil,Romaria,Elis Regina-Minha História
Hughes,Phil,Lord Of The Flies,The X Factor
Hughes,Phil,The Prisoner,The Number of The Beast
Hughes,Phil,That's The Way,BBC Sessions [Disc 2] [Live]
Hughes,Phil,Thank You,BBC Sessions [Disc 2] [Live]
Hughes,Phil,Poor Tom,Coda
Hughes,Phil,Walter's Walk,Coda
Hughes,Phil,Condição,Lulu Santos - RCA 100 Anos De Música - Álbum 01
Hughes,Phil,Aquilo,Lulu Santos - RCA 100 Anos De Música - Álbum 02
Hughes,Phil,Assaltaram A Gramática,Lulu Santos - RCA 100 Anos De Música - Álbum 02
Hughes,Phil,Waterhole (Expresso Bongo),Misplaced Childhood
Hughes,Phil,Tempos Modernos,Barulhinho Bom
Hughes,Phil,Dança Da Solidão,Barulhinho Bom
Hughes,Phil,When I Had Your Love,Seek And Shall Find: More Of The Best (1963-1981)
Johansson,Joakim,Black Dog,BBC Sessions [Disc 2] [Live]
Johansson,Joakim,Stairway To Heaven,BBC Sessions [Disc 2] [Live]
Johansson,Joakim,Invaders,The Number of The Beast
Johansson,Joakim,Run to the Hills,The Number of The Beast
Johansson,Joakim,Holiday,American Idiot
Johansson,Joakim,Jorge Da Capadócia,Prenda Minha
Johansson,Joakim,Bem Devagar,Prenda Minha
Johansson,Joakim,Sozinho (Hitmakers Classic Mix),Sozinho Remix Ao Vivo
Johansson,Joakim,Apesar De Você,Minha Historia
Johansson,Joakim,Mel,Prenda Minha
Johansson,Joakim,Samba De Orly,Minha Historia
Johansson,Joakim,Geni E O Zepelim,Minha Historia
Johansson,Joakim,Maracatu Atômico,Afrociberdelia
Johansson,Joakim,O Cidadão Do Mundo,Afrociberdelia
Johansson,Joakim,Paisagem Na Janela,Milton Nascimento Ao Vivo
Johansson,Joakim,Para Lennon E McCartney,Milton Nascimento Ao Vivo
Johansson,Joakim,The Meaning Of The Blues,Miles Ahead
Johansson,Joakim,Idolatrada,Minas
Johansson,Joakim,Live To Win,Ace Of Spades
Johansson,Joakim,Smokin' in The Boys Room,Motley Crue Greatest Hits
Johansson,Joakim,Kickstart My Heart,Motley Crue Greatest Hits
Johansson,Joakim,É Fogo,Demorou...
Johansson,Joakim,Dirty Love,Ace Of Spades
Johansson,Joakim,Às Vezes,Compositores
Johansson,Joakim,Polly,Nevermind
Johansson,Joakim,Sangue Latino,Compositores
Johansson,Joakim,Polly,From The Muddy Banks Of The Wishkah [Live]
Johansson,Joakim,Smells Like Teen Spirit,From The Muddy Banks Of The Wishkah [Live]
Johansson,Joakim,No More Tears,No More Tears (Remastered)
Johansson,Joakim,Crazy Train,Tribute
Johansson,Joakim,I Don't Know,Blizzard of Ozz
Johansson,Joakim,Flying High Again,Diary of a Madman (Remastered)
Johansson,Joakim,Toda Cor,Volume Dois
Johansson,Joakim,Occupation / Precipice,"Battlestar Galactica, Season 3"
Johansson,Joakim,Era Uma Vez,Volume Dois
Johansson,Joakim,Domingo,Volume Dois
Johansson,Joakim,Querem Meu Sangue,Acústico
Johansson,Joakim,Lugar Nenhum,Volume Dois
Jones,Emma,The House Jack Built,Load
Jones,Emma,King Nothing,Load
Jones,Emma,Bleeding Me,Load
Jones,Emma,Ain't My Bitch,Load
Jones,Emma,No Memory,Core
Jones,Emma,Piece Of Pie,Core
Jones,Emma,Cigaro,Mezmerize
Jones,Emma,The Sun Road,[1997] Black Light Syndrome
Jones,Emma,Where The River Goes,Core
Jones,Emma,Question!,Mezmerize
Jones,Emma,Samba Makossa,Da Lama Ao Caos
Jones,Emma,Firmamento,Acústico MTV [Live]
Jones,Emma,Lixo Do Mangue,Da Lama Ao Caos
Jones,Emma,Já Foi,Acústico MTV [Live]
Jones,Emma,A Cor Do Sol,Acústico MTV [Live]
Jones,Emma,Firmamento,Cidade Negra - Hits
Jones,Emma,Livre Pra Viver,Na Pista
Jones,Emma,Sábado A Noite,Cidade Negra - Hits
Jones,Emma,Linha Do Equador,Na Pista
Jones,Emma,Boulevard Of Broken Dreams,American Idiot
Jones,Emma,Are We The Waiting,American Idiot
Jones,Emma,No Prayer For The Dying,No Prayer For The Dying
Jones,Emma,"Dois Pra Lá, Dois Pra Cá",Elis Regina-Minha História
Jones,Emma,Tailgunner,No Prayer For The Dying
Jones,Emma,Segue O Seco,Barulhinho Bom
Jones,Emma,Panis Et Circenses,Barulhinho Bom
Jones,Emma,Childhoods End?,Misplaced Childhood
Jones,Emma,O Último Romântico (Ao Vivo),Lulu Santos - RCA 100 Anos De Música - Álbum 02
Jones,Emma,Ro-Que-Se-Da-Ne,Lulu Santos - RCA 100 Anos De Música - Álbum 02
Jones,Emma,Satisfação,Lulu Santos - RCA 100 Anos De Música - Álbum 01
Jones,Emma,Assim Caminha A Humanidade,Lulu Santos - RCA 100 Anos De Música - Álbum 01
Jones,Emma,Leila,A TempestadeTempestade Ou O Livro Dos Dias
Jones,Emma,Mr. Cab Driver,Greatest Hits
Jones,Emma,Giz,Mais Do Mesmo
Jones,Emma,Sick Again,Physical Graffiti [Disc 2]
Jones,Emma,Celebration Day,The Song Remains The Same (Disc 1)
Jones,Emma,L'Avventura,A TempestadeTempestade Ou O Livro Dos Dias
Jones,Emma,Tempo Perdido,Mais Do Mesmo
Köhler,Leonie,Swing Low Sweet Chariot,The Cream Of Clapton
Köhler,Leonie,Bell Bottom Blues,The Cream Of Clapton
Köhler,Leonie,Before You Accuse Me,Unplugged
Köhler,Leonie,Alberta,Unplugged
Köhler,Leonie,Let It Grow,The Cream Of Clapton
Köhler,Leonie,Nobody Knows You When You're Down & Out,Unplugged
Köhler,Leonie,Bumbo Da Mangueira,Chill: Brazil (Disc 2)
Köhler,Leonie,Sure Know Something,Greatest Kiss
Köhler,Leonie,Die Die My Darling,Garage Inc. (Disc 1)
Köhler,Leonie,Radio GA GA,Greatest Hits II
Köhler,Leonie,Tanto Tempo,Chill: Brazil (Disc 2)
Köhler,Leonie,All Star,Chill: Brazil (Disc 1)
Köhler,Leonie,Vôo Sobre o Horizonte,Chill: Brazil (Disc 1)
Köhler,Leonie,Leandro De Itaquera 2001,Carnaval 2001
Köhler,Leonie,Man With The Woman Head,Bongo Fury
Köhler,Leonie,You Shook Me(2),BBC Sessions [Disc 1] [Live]
Köhler,Leonie,Dazed and Confused,BBC Sessions [Disc 1] [Live]
Köhler,Leonie,Lavadeira,Axé Bahia 2001
Köhler,Leonie,When My Left Eye Jumps,The Best Of Buddy Guy - The Millenium Collection
Köhler,Leonie,The Alchemist,Chemical Wedding
